Token,Count
9834,6911
10042,3434
7103,2043
8581,1877
5171,1393
13670,954
948,939
4815,924
14703,886
8867,885
9570,874
4493,834
5360,833
5772,797
15826,777
14447,717
14037,713
1872,711
14283,701
4945,698
16017,682
7467,675
8646,675
11334,670
9470,670
23,647
9673,645
13909,641
1556,640
1139,633
11718,631
10227,622
6172,616
7749,616
14673,605
1268,599
12016,589
6328,587
7771,585
7738,575
12566,567
3061,566
6369,562
6805,541
7365,538
2528,535
6965,533
7864,533
11456,532
14975,530
10278,519
7106,517
2635,517
15575,517
6690,515
3876,514
7504,510
7540,508
11466,508
14247,507
5625,506
12842,505
13500,504
2778,500
1811,499
1270,498
4238,497
3812,494
6783,489
10813,489
882,488
3583,487
11196,485
11147,482
14164,480
663,480
1497,479
12187,477
910,476
3932,474
601,473
1052,471
5762,468
1024,468
11716,461
15523,461
5885,460
12623,459
12618,459
7986,457
8283,454
7160,454
8075,452
7542,452
11004,451
15963,451
8983,449
4075,445
7575,444
774,442
