Token,Count
7103,1547
10042,1130
9834,934
8581,864
9673,759
9897,694
1268,656
5171,656
7540,654
8983,654
5762,652
12139,626
9650,621
7436,616
7160,610
6242,607
9451,607
3583,587
6369,582
6328,580
11466,574
12861,563
1989,554
4945,553
11665,549
3061,547
12145,544
9203,538
12165,537
11725,536
12187,533
2635,525
6805,523
752,522
1193,522
6889,520
15771,518
11342,517
16017,514
8322,511
13670,510
8867,503
3974,500
7864,500
5360,498
8698,497
1495,495
7054,490
6172,488
3768,485
7365,483
2216,483
14975,482
3386,481
6078,480
12842,478
11325,478
10620,477
4815,475
12426,475
4198,473
9470,470
8646,468
3876,468
6690,467
1208,465
1008,464
1052,464
8609,463
7151,461
9131,460
1497,458
14703,455
1811,454
16226,453
14447,453
14531,451
5984,451
663,446
11605,446
12016,446
8862,445
4099,444
7575,443
14435,442
13417,442
7491,442
6879,440
1024,439
2872,438
23,435
5900,435
5772,433
9381,430
7664,430
11718,429
11811,427
10549,427
11456,424
16301,422
