Token,Count
15630,923
8770,888
774,879
1969,851
5651,816
14878,787
7752,785
14240,758
5286,756
13579,755
2891,755
5919,747
8026,739
5605,729
1663,729
5984,723
9186,722
8111,721
134,714
6879,704
15265,701
15111,701
6348,696
8888,696
8131,693
4839,692
2523,691
2105,685
632,681
5314,678
14225,676
2872,667
13519,661
1597,660
4135,655
11211,650
15645,650
5693,644
5588,643
5418,635
10295,634
8382,633
9713,631
13757,630
16146,626
14682,624
4830,623
13810,620
8566,615
15180,604
3809,603
10797,602
5918,599
10627,597
8783,597
13293,595
1227,591
9598,591
245,586
16035,584
10180,584
4297,583
6522,582
15523,581
15695,575
14102,575
7516,575
8517,574
1702,574
15891,572
5031,572
1847,571
9000,571
14134,568
5827,568
8225,563
7151,562
5068,561
12362,558
11427,558
12509,554
9103,554
1721,554
3042,553
10710,551
8361,551
11327,551
10639,548
14416,548
8717,547
3386,547
9502,544
5065,541
14747,540
5900,540
1476,538
14899,537
14467,535
2273,532
15076,530
