Token,Count
9834,805
8581,677
1024,667
11325,665
7103,656
14703,651
4912,644
9673,643
5772,621
1139,620
12016,620
9203,619
1811,618
3929,600
15813,600
13909,597
9710,595
7467,595
13687,595
4815,594
10912,591
5171,580
11993,575
663,570
4203,564
11466,561
15575,559
14435,555
6805,551
4493,551
8862,550
11716,549
6328,548
948,548
3583,546
12426,545
11342,544
1989,543
4945,542
14447,541
6369,541
14975,538
8646,537
6172,535
6808,535
1872,534
1052,534
14037,531
13967,528
12842,527
14164,527
941,525
7749,524
862,524
15523,523
3876,523
7151,521
5673,519
9131,519
3915,516
14240,515
7864,515
12187,514
15826,513
3974,512
14247,511
6598,511
3932,508
5605,507
7972,506
15729,503
6690,502
4265,501
15771,499
12861,498
5839,493
4179,492
1193,491
7575,491
14008,489
13670,488
1495,487
8517,486
5305,485
6007,484
5722,482
2872,481
81,480
5885,480
16160,477
7540,477
10813,473
3061,473
15253,471
5984,470
5666,469
2959,467
10620,467
358,466
1268,466
