Token,Count
4099,1550
1948,1488
6920,1481
14247,1366
5305,1334
16274,1329
112,1264
5722,1259
11307,1258
4648,1233
9381,1224
1024,1190
14933,1186
11587,1168
11716,1157
15282,1148
358,1141
1052,1101
3863,1065
5495,1050
12272,1004
6078,1002
14164,996
12016,985
11591,976
3037,939
10689,936
5053,919
11024,915
15575,909
5772,909
15366,905
1495,904
16068,895
6930,889
1742,884
6783,880
8946,875
2920,870
8322,868
1139,867
9514,865
7467,849
6483,847
14975,845
9010,844
14703,824
6805,809
4301,806
8361,799
13909,796
4903,794
6092,793
3168,792
15525,791
3851,788
6243,787
3932,784
11904,782
3442,769
15645,767
4815,766
14843,756
10639,754
11941,753
14037,750
11927,748
11196,747
14494,746
8663,746
1989,739
7491,734
11235,729
13769,728
4652,728
12480,723
14747,723
2105,720
11492,718
8928,711
4945,706
12187,706
14447,703
4147,702
9000,700
7191,696
3742,693
14140,693
1755,687
4697,683
7516,682
1811,682
6690,681
15771,680
14008,680
10228,680
11147,673
7749,671
14134,666
8493,664
