Token,Count
1024,2067
10813,1687
5360,1403
13670,1339
6690,1336
4301,1334
15575,1318
5772,1278
11605,1271
5305,1215
15826,1204
14703,1155
1495,1136
11348,1112
3037,1104
12016,1081
4493,1054
16017,1018
11904,993
5171,973
1270,960
9206,946
14037,929
15282,922
6920,917
9889,909
8867,900
14933,893
358,883
948,872
4648,864
1139,864
11716,852
11492,810
4099,785
1556,778
1052,775
14247,764
4815,746
12623,743
8283,742
15771,736
11235,735
9381,726
9043,719
3863,704
16068,699
11334,697
14420,697
6078,693
1948,692
11587,691
14843,678
6660,664
112,662
6092,658
9470,658
2528,657
2920,656
10549,654
23,653
15331,648
3272,643
9589,637
8322,635
1872,635
9834,631
8834,629
5416,625
5053,624
9514,618
14164,617
12145,614
10042,614
8170,608
7491,608
13909,606
2439,602
11024,601
15366,599
5625,586
1994,581
11272,578
6783,576
5495,576
12187,569
10689,569
14494,564
16279,563
6242,562
6483,561
8493,560
3547,559
7151,552
5666,549
7467,546
16274,544
12272,542
13236,536
10553,535
