Token,Count
4815,748
13670,738
948,738
7467,734
1139,720
6805,700
13909,700
14703,690
5772,680
14975,667
1811,662
14037,657
3932,655
7749,654
6172,652
6783,647
14247,647
11591,645
1052,640
10627,634
7151,628
9673,625
774,625
4945,622
11196,619
15645,614
12426,613
14447,610
10228,609
15523,609
5722,604
11342,604
663,604
14164,599
6328,598
12016,598
5605,596
5919,595
5286,594
14008,593
11716,593
6965,593
6369,592
11674,590
5984,589
5885,589
4839,589
4203,588
14134,588
7864,585
1872,582
12187,579
7103,579
1989,576
2872,575
11993,572
8862,571
14878,570
3042,570
9131,568
7191,566
3168,566
2523,564
8361,563
14240,562
8581,561
1024,561
6690,558
15630,557
5305,556
11147,553
9000,553
15883,552
7771,551
12272,549
8888,549
3061,546
7516,545
15575,544
12480,543
5900,542
11456,539
358,538
10689,536
8867,535
8283,531
15366,531
112,531
9834,531
8663,530
13579,525
4493,524
10278,524
3915,520
15525,520
4912,520
4635,516
15771,515
11941,514
1969,513
