Token,Count
8581,738
3915,732
6369,729
13670,729
12426,727
3061,719
14975,715
1139,712
14703,712
7151,704
4815,697
6328,684
12016,679
7467,669
6805,664
5885,655
14447,653
13909,650
9673,649
7864,645
948,642
15523,641
11674,634
1268,633
14247,633
7540,630
12842,628
1024,624
5605,623
11716,622
2216,620
11342,616
15575,615
663,614
12187,614
6242,608
3974,607
10228,605
1052,604
4945,603
5772,602
14240,599
4203,599
8517,592
14037,592
5722,591
14435,587
112,586
12272,586
1989,584
4493,584
9834,584
9131,580
6690,577
6172,570
14164,567
3042,567
11147,567
12623,566
11718,565
6783,564
7365,563
16301,562
15331,561
2872,561
7749,555
7103,554
3932,552
11196,547
1008,546
5919,546
8322,546
5984,545
424,541
7504,539
15366,539
7771,539
5305,539
2635,537
5360,535
358,534
12480,533
941,533
5900,532
1495,531
4099,530
8283,528
14008,523
2528,521
9000,520
8867,516
10627,515
3386,514
6059,511
4648,510
11591,508
5286,508
15525,507
4635,506
15826,505
