Token,Count
9834,8636
10042,5509
9570,1906
5171,1798
7103,1418
7738,1148
8581,1095
14283,1060
14673,763
23,727
910,599
12857,599
9673,595
4815,595
8867,594
1268,594
9897,582
948,580
8646,568
11334,556
13670,549
1556,540
15771,534
3876,531
16017,528
4238,526
3583,526
14703,522
5625,517
8983,517
5360,514
4945,512
11466,512
4493,507
1811,505
6328,500
9470,499
7540,499
11718,495
15826,494
6690,490
6172,489
10227,485
1497,484
14037,481
5772,480
5762,478
7927,477
1872,476
2528,476
1495,475
3061,475
8283,473
6369,467
6783,467
6805,466
2216,465
12566,457
6242,456
14447,455
3768,454
2635,454
12145,451
16146,445
5984,445
11605,445
7160,444
1270,443
11456,442
1024,441
2778,441
3974,440
11096,440
11325,439
752,439
3386,437
7864,436
12139,435
9203,434
7436,433
12016,430
12480,426
13909,424
1139,423
882,423
8447,423
14164,423
10549,422
11665,420
14435,420
5068,420
11196,419
12842,418
663,417
7365,415
10274,414
7467,414
7106,413
12187,412
12426,412
