Token,Count
9834,1564
10042,1084
15523,675
3915,670
1139,645
8517,643
14240,627
11674,622
5171,621
5605,620
12842,586
7752,580
9032,579
7151,571
14416,567
4203,563
3974,563
7864,562
14703,557
5919,554
8581,553
8075,547
11147,545
7467,542
14037,538
941,537
13909,536
9900,534
424,530
12016,528
3061,527
2523,527
10228,526
8131,524
7103,522
3932,520
10627,518
5885,517
7749,517
4710,517
1765,513
10180,512
5984,511
12426,511
14592,511
5651,508
2872,507
14225,506
774,504
7542,504
6369,499
13757,499
5286,499
1969,498
11716,498
15630,497
7540,495
663,494
2216,494
1872,492
2514,491
4811,490
15265,490
6606,487
7516,487
6074,485
4815,485
6328,483
14435,483
1024,483
12187,483
14134,482
862,481
7482,479
14839,478
1556,476
3042,475
7634,475
4493,475
7365,474
11574,473
9673,473
6386,473
13094,473
15826,472
2029,472
15575,470
7191,469
5900,468
16301,468
15963,468
1597,468
13050,466
5031,466
13579,466
1721,465
13670,465
14247,464
4326,464
8668,463
