Token,Count
9834,5468
10042,3617
5171,1347
13670,1192
4815,1157
5772,1148
9470,1091
8867,1071
948,1033
14703,1009
9570,1001
6172,982
11718,974
10227,959
5360,956
14447,947
6690,910
11456,894
4493,872
16017,869
2528,866
12016,830
6805,773
2778,771
4945,763
7467,755
1811,751
11196,743
7986,736
13909,734
14037,732
601,730
14283,729
6965,724
3812,720
2635,718
15826,711
23,707
7749,701
8581,700
12623,699
10813,696
6628,694
1556,694
7504,688
11334,675
6660,670
6783,660
6328,654
1872,654
663,643
11605,641
2255,640
8447,637
14247,636
9673,632
10278,628
7771,625
3583,623
1024,621
7106,621
1268,614
1270,613
12618,613
1304,611
1052,610
14164,602
12566,602
5113,601
7738,597
1139,596
13500,594
7103,592
1495,590
4238,574
12659,568
15729,567
13291,566
358,562
10549,555
910,553
5722,544
7864,540
12062,538
14673,538
12627,536
15575,534
3932,533
15771,524
3061,524
13427,523
9900,523
11325,518
11591,518
16223,515
14975,510
12187,507
10274,503
6598,502
13236,501
