Token,Count
1024,1963
1495,1727
7491,1591
15282,1447
11904,1330
4301,1329
11605,1314
10813,1306
15771,1235
5305,1133
11665,1087
12016,1062
8322,1037
15575,905
5772,875
12145,840
6690,812
4648,798
9206,770
14703,766
10549,764
15826,759
13670,750
9889,748
11348,746
3037,701
5360,693
1270,691
1268,670
6078,667
1052,660
9381,657
4099,647
774,641
5171,633
1702,626
4493,626
13183,624
14247,619
15630,612
4815,611
6889,609
358,605
5286,603
2528,602
9834,593
14164,593
15645,590
11716,590
12187,589
15111,589
5068,588
1139,576
12623,567
8566,566
16274,563
11211,557
8026,552
14037,552
14933,549
948,548
134,547
1969,547
15695,546
11272,546
16035,543
5053,542
5984,541
15525,541
14843,538
632,536
8770,534
1193,532
4945,531
2105,529
14878,529
13579,528
5762,526
11427,523
5900,522
6242,522
3547,522
9451,520
10639,520
15891,518
1948,518
11725,518
11927,517
5722,517
15331,516
10042,514
1663,514
8581,513
8283,512
15366,512
3386,505
1556,503
112,502
6920,500
8867,494
