Token,Count
9834,6673
10042,3168
9570,1134
7738,1119
5171,1085
14283,898
8581,728
13670,674
5360,640
4945,633
1268,616
948,609
5772,605
4815,604
8867,600
16017,588
7103,579
7467,572
23,570
7927,549
15826,543
14447,542
9673,539
14703,539
1872,531
1495,528
3061,528
14037,527
6328,516
3583,515
9897,514
12016,514
2528,512
5762,511
4238,508
424,508
4493,508
1556,505
13291,499
9470,496
6172,495
9900,495
6690,493
10227,492
15771,490
7160,490
1052,488
1270,486
2216,484
11718,482
6242,480
1811,477
1139,476
1024,476
3379,476
13909,475
7436,475
16226,473
11334,472
8698,471
1008,470
15523,468
14673,467
910,462
7771,462
7540,462
6059,461
14975,461
7749,461
11725,458
6523,458
15525,458
5900,457
12187,456
11456,453
9957,453
11466,452
14531,451
12145,451
2635,448
3768,445
10228,445
11674,444
6074,443
6386,441
14164,441
15963,441
10278,441
8983,439
14247,439
10549,439
11096,438
7151,436
12566,434
11326,434
13050,432
6805,432
15883,431
7504,430
8322,429
