Token,Count
9834,1671
10042,1017
8581,715
4815,676
11004,653
10227,650
7749,639
1268,634
948,630
11147,623
10278,620
15963,613
7103,595
15630,593
7467,588
6523,577
6965,571
9470,565
13909,564
11227,562
9570,556
9673,555
10797,551
3061,549
1304,544
13500,536
14703,535
7540,534
11456,534
7771,532
7516,532
15303,529
6242,523
14447,516
5722,516
7106,515
8770,513
13670,511
8867,510
6386,510
13291,507
5762,507
15523,506
5984,499
15695,496
6628,495
7160,494
11211,492
14853,491
9000,488
2523,488
5900,487
4945,486
1139,485
5113,485
5651,484
8888,483
10627,482
774,482
14975,480
14839,480
134,480
1597,479
6879,479
15111,479
14240,478
15645,478
6783,475
14037,474
7436,473
3932,473
6328,472
10228,471
11466,471
11718,468
6348,468
112,468
11941,468
5605,465
7151,465
8026,465
1969,465
8361,465
13519,465
5286,464
1702,464
11334,463
12509,462
601,462
8075,460
5314,459
12139,459
16146,457
12480,454
2216,453
3742,452
12672,452
2029,452
8207,452
4839,450
