Token,Count
1024,3061
1495,2500
10813,2136
11605,2052
4301,1972
5305,1905
12016,1615
11904,1578
15282,1571
7491,1444
6690,1439
8322,1390
11348,1365
5772,1352
9834,1298
9889,1234
15771,1228
15575,1169
7103,1062
9206,1052
6078,1015
13670,982
14703,963
11665,963
12145,958
15826,943
5360,937
10042,920
1052,915
10549,903
1270,870
5171,865
4648,851
14164,849
4099,796
3037,781
14420,773
9381,725
16017,722
8581,705
14247,701
4493,700
6920,685
358,684
8493,679
2528,675
8170,659
11272,657
6660,652
6889,651
11492,646
14037,646
12623,646
14843,636
15525,635
9043,630
1994,630
13183,625
8867,618
11716,592
1268,582
1139,580
9451,575
15331,572
948,567
4815,564
4945,553
7436,546
11725,538
23,536
12187,524
16279,521
6242,519
1872,485
11811,485
14447,480
8698,472
1193,467
6483,467
9897,466
16068,464
13909,462
1556,460
1989,459
8283,453
14933,453
15366,451
15630,450
10689,441
7738,440
5762,440
7664,434
11334,432
10228,423
6783,422
5625,422
5416,422
6172,419
3768,414
1811,410
