Token,Count
9834,2022
10042,1256
4815,925
14447,846
948,824
13670,794
11456,785
11718,758
5772,747
9470,741
5360,731
4945,719
7103,717
10227,716
14703,706
8867,705
6805,690
1811,686
5171,684
4493,681
2635,678
7467,675
2528,673
6328,669
9673,663
13909,653
6172,648
8581,645
6690,635
7749,631
601,627
14037,614
16017,614
1304,599
7504,598
663,596
14247,592
7771,592
12016,590
3583,590
6965,588
12659,587
14975,581
11196,578
6783,576
1268,575
1139,568
5722,568
14164,565
3812,563
1052,559
1872,555
7864,555
1024,553
3932,552
2778,549
11591,546
13291,543
6628,543
7542,542
10278,540
6660,539
12623,533
3846,532
3061,530
1495,529
15826,526
11325,524
11147,524
10813,520
12187,519
10549,516
6369,516
12062,514
9570,512
15729,510
15523,508
5113,508
5839,506
112,505
12618,504
15771,503
2255,503
7986,498
3168,497
12480,497
1556,496
358,495
11716,494
5885,494
9900,493
6523,490
3915,480
13427,477
1989,476
11342,475
14240,475
4099,475
7575,475
7516,474
