Token,Count
1024,1639
4301,1141
5305,1092
15282,1087
12016,1050
1495,1040
9834,1028
10813,1021
15575,1003
1139,988
4648,970
4099,895
3037,885
8322,876
14703,871
11716,865
9206,859
7491,851
11605,819
1270,819
11348,817
358,813
11904,811
14037,791
8283,790
15366,781
15826,780
6242,779
9381,770
6920,767
14164,757
12187,757
12145,755
13909,754
15771,752
14933,740
5772,728
7151,727
7467,717
12426,713
4493,712
14494,706
15525,704
12272,701
14247,695
5171,692
6078,685
14975,682
1268,679
6889,675
10228,672
6690,672
8663,667
11492,665
9673,665
1948,663
11342,662
1052,656
1872,652
112,651
3061,646
1008,646
5666,644
9589,639
11674,636
13670,630
5053,630
4945,630
11665,629
3915,629
12480,626
5885,624
7191,621
1556,619
15331,618
15523,617
16274,615
12842,615
3974,613
948,612
14843,609
7540,607
5605,603
2216,601
5984,601
9897,599
6882,595
5360,595
10689,592
15883,592
8581,592
1989,590
8408,583
5286,581
5722,581
3768,581
9000,580
5900,579
9514,576
4635,572
