Token,Count
1024,2007
1495,1683
9834,1667
10813,1412
11605,1250
10042,1238
4301,1229
12016,1169
5305,1089
15282,1033
15826,1024
5171,967
14703,963
5772,954
15575,951
7491,923
6690,904
9206,864
11348,860
8322,849
4493,849
11904,840
13670,827
1270,820
5360,810
15771,785
7103,730
9889,699
4648,687
16017,686
14037,681
11665,659
12145,650
12623,636
948,633
23,633
8581,629
358,624
14420,622
8867,613
3037,599
1268,594
1139,587
10549,587
1872,586
2528,584
1556,584
1052,583
1994,580
16035,573
4815,570
6078,568
14164,566
5625,561
14247,557
4099,556
5068,555
15331,544
15525,543
4945,542
11725,520
8283,518
14843,517
9381,513
4830,502
6660,499
4950,498
3648,497
6242,497
1702,486
7467,486
12187,485
8493,485
14447,482
9570,480
8170,478
5605,477
9043,475
15695,472
6920,469
11716,469
5984,469
13909,469
11492,467
5542,467
4967,465
14933,464
6783,458
5662,454
3547,450
6879,450
14102,450
11334,449
3061,446
7436,445
14673,443
15366,441
16279,440
16146,439
7020,439
