Token,Count
9834,3333
10042,2804
7103,2686
8581,1624
5171,1555
9570,886
15826,764
8867,720
7365,713
4815,699
16017,673
948,667
8646,640
1872,622
7749,616
7540,598
11334,594
11456,593
3061,589
12842,588
13909,585
14703,584
6369,583
4493,583
9673,577
13670,575
6328,573
4945,573
7467,569
23,568
14037,561
10227,560
14673,552
11466,548
7160,546
5360,545
1556,541
1139,541
9470,539
1268,538
7864,535
3876,534
1304,534
6965,533
14447,526
12566,520
6805,515
14283,512
1497,506
9897,505
3932,504
14435,501
5625,500
1270,496
7771,494
10278,493
4238,492
3974,490
8983,489
14975,481
13417,481
9032,480
5762,479
6783,476
5772,476
15523,475
11004,474
6628,472
424,472
12426,469
12016,469
12659,468
2216,468
5984,466
11147,465
9407,464
2029,463
2635,462
5605,462
10200,462
11196,462
16301,461
752,460
601,458
7542,458
11718,458
14247,454
6172,453
3915,451
13500,448
8075,447
7738,446
774,444
2528,441
5722,440
7151,439
12187,437
1008,436
11591,436
15089,435
