Token,Count
1024,882
8581,864
12016,849
1495,764
14703,758
9834,723
15826,721
10813,681
5900,666
7151,662
7864,650
15575,636
15883,628
4945,627
4815,624
1139,621
424,612
5772,610
7103,610
15331,609
1268,608
1008,603
8413,603
9673,602
5984,601
3061,600
5605,596
4493,594
11716,593
6328,590
14164,583
12623,581
7467,578
11605,578
15771,577
15366,575
13670,575
3915,571
12842,571
12187,571
14447,570
2216,567
15525,566
7504,566
774,565
11811,563
4839,562
7436,562
11725,558
7771,556
11674,555
6805,553
2635,550
7160,549
16226,549
663,546
5885,546
14975,545
5919,545
948,542
3379,540
1972,539
8322,538
3569,537
8173,536
4648,536
14134,535
2528,535
13909,533
9900,533
13157,529
6369,526
11326,526
9000,526
15523,526
15645,524
9453,523
7540,522
1702,522
5305,521
10627,516
14225,516
8698,514
14494,514
12426,513
7482,512
14240,510
5286,508
5314,504
10228,503
14037,500
6690,499
5053,498
6172,496
9206,496
11211,496
4912,495
7365,494
12145,494
3974,493
