Token,Count
9673,705
1139,687
12016,681
6369,680
14703,678
3061,674
7151,673
4815,667
14247,657
7467,657
6328,651
7540,642
5772,637
13909,637
12426,634
1024,632
3974,625
4945,621
7864,621
11716,609
12187,609
1989,602
9131,598
1052,595
1495,595
5885,595
12623,594
1268,594
6242,594
6690,594
12842,594
14975,593
13670,592
3915,591
4493,587
11674,586
15366,585
11342,584
4203,583
358,579
14164,577
8581,575
7749,573
14447,570
1008,569
6805,564
1872,561
9897,556
12145,555
14037,555
15523,553
3932,552
941,552
6783,552
14435,552
948,551
8408,551
3042,550
15575,548
7504,547
11605,547
5722,547
5305,546
10228,546
2216,545
663,543
5984,542
7103,536
862,532
11725,528
7191,527
8322,523
6172,522
424,520
8517,520
5605,518
14240,518
7365,518
10997,517
7771,517
12272,516
3386,514
5900,512
9032,511
15771,509
10813,508
11147,504
4912,503
5360,503
5791,502
7436,502
112,502
8173,501
8283,500
11718,499
2872,498
12618,497
4648,497
12861,497
2528,496
