Token,Count
9834,768
1139,690
7540,654
7160,651
7103,648
424,630
9673,629
1268,627
8581,624
14037,623
948,610
12842,607
7467,606
13909,605
12426,604
5171,601
8983,592
6369,590
14975,590
7365,589
3061,588
752,584
3915,583
2216,583
6328,583
15523,582
14703,582
7864,581
16017,580
12187,576
4493,572
13670,570
1208,570
11674,569
15826,568
11466,568
1008,568
7436,565
9897,563
8867,563
15575,562
5360,562
1872,562
14435,559
8283,558
5605,556
11716,552
3974,552
5900,549
7575,544
10228,542
1556,541
4945,541
7151,537
7482,536
3876,535
6242,532
5885,530
12016,524
5722,524
9900,524
112,524
10042,520
16301,518
5984,517
14247,516
6882,514
8646,514
5762,510
13417,508
12861,507
11147,505
15366,505
14134,504
14240,500
1024,498
14592,498
7771,497
12480,496
9032,494
4075,494
8698,492
12139,491
1270,491
10627,491
9393,489
14164,487
11325,486
3170,485
4203,485
4815,484
9407,483
7749,483
6805,482
5919,482
3379,482
14531,481
11342,480
7191,478
1497,478
